"country","country_use","iso3_use","sector","gear","fishery","year","catch_mt","catch_prop","candidate"
"Finland","Finland","FIN","Industrial","longline","Finland-Industrial-longline",2014,8.0122537397,1.13876069300996e-07,"no"
"Finland","Finland","FIN","Industrial","pelagic trawl","Finland-Industrial-pelagic trawl",2014,122083.005801989,0.00173513386880103,"no"
"Finland","Finland","FIN","Industrial","pots or traps","Finland-Industrial-pots or traps",2014,9832.6363284152,0.000139748691482157,"no"
"Finland","Finland","FIN","Industrial","unknown class","Finland-Industrial-unknown class",2014,1376.9962595396,1.95708881137374e-05,"no"
"France","France","FRA","Artisanal","dragged gear","France-Artisanal-dragged gear",2014,8037.9139619953,0.000114240771337066,"no"
"France","France","FRA","Artisanal","dredge","France-Artisanal-dredge",2014,55.5458333348,7.89458418531322e-07,"no"
"France","France","FRA","Artisanal","hand or tools","France-Artisanal-hand or tools",2014,2006.7073057677,2.85208067096204e-05,"yes"
"France","France","FRA","Artisanal","harpoon","France-Artisanal-harpoon",2014,513.766666688,7.30203141850258e-06,"no"
"France","France","FRA","Artisanal","mixed gear","France-Artisanal-mixed gear",2014,255.8819062993,3.63678268827529e-06,"no"
"France","France","FRA","Artisanal","other","France-Artisanal-other",2014,38332.1026257052,0.000544804160835415,"no"
"France","France","FRA","Artisanal","small scale gillnets","France-Artisanal-small scale gillnets",2014,1861.3523333538,2.64549144588753e-05,"no"
"France","France","FRA","Artisanal","small scale lines","France-Artisanal-small scale lines",2014,28.8795999968,4.10458210319206e-07,"yes"
"France","France","FRA","Artisanal","small scale longline","France-Artisanal-small scale longline",2014,7795.6342296598,0.000110797312793939,"yes"
"France","France","FRA","Artisanal","small scale other nets","France-Artisanal-small scale other nets",2014,15140.6884567495,0.000215190649719756,"yes"
"France","France","FRA","Artisanal","small scale pots or traps","France-Artisanal-small scale pots or traps",2014,877.6371098408,1.24736269704182e-05,"yes"
"France","France","FRA","Artisanal","small scale trammel net","France-Artisanal-small scale trammel net",2014,152.6091199947,2.16899355525542e-06,"yes"
"France","France","FRA","Industrial","bottom trawl","France-Industrial-bottom trawl",2014,102086.551249192,0.00145092948406647,"no"
"France","France","FRA","Industrial","dredge","France-Industrial-dredge",2014,9135.0284884981,0.000129833773494763,"no"
"France","France","FRA","Industrial","gillnet","France-Industrial-gillnet",2014,70571.9194859393,0.00100302025561986,"no"
"France","France","FRA","Industrial","longline","France-Industrial-longline",2014,39399.4645758663,0.000559974297398058,"no"
"France","France","FRA","Industrial","mixed gear","France-Industrial-mixed gear",2014,258.346225157,3.67180740842722e-06,"no"
"France","France","FRA","Industrial","other industrial","France-Industrial-other industrial",2014,3875.7563398217,5.50851123648805e-05,"no"
"France","France","FRA","Industrial","pelagic trawl","France-Industrial-pelagic trawl",2014,11784.3488796321,0.000167487872112041,"no"
"France","France","FRA","Industrial","pole and line","France-Industrial-pole and line",2014,439.2171489472,6.24247859798431e-06,"no"
"France","France","FRA","Industrial","purse seine","France-Industrial-purse seine",2014,65054.5014644902,0.000924602634637652,"no"
"France","France","FRA","Industrial","shrimp trawl","France-Industrial-shrimp trawl",2014,764.0000000037,1.08585324145812e-05,"no"
"France","France","FRA","Industrial","small scale trammel net","France-Industrial-small scale trammel net",2014,1.2267275791,1.7435158614468e-08,"no"
"France","France","FRA","Industrial","unknown class","France-Industrial-unknown class",2014,369.3630242623,5.24966017235668e-06,"no"
"French Guiana","French Guiana","GUF","Artisanal","small scale encircling nets","French Guiana-Artisanal-small scale encircling nets",2014,31.9331878135,4.5385805624623e-07,"no"
"French Guiana","French Guiana","GUF","Artisanal","small scale gillnets","French Guiana-Artisanal-small scale gillnets",2014,2200.795407002,3.12793301893677e-05,"no"
"French Guiana","French Guiana","GUF","Artisanal","small scale hand lines","French Guiana-Artisanal-small scale hand lines",2014,0.6211672824,8.82848831254588e-09,"yes"
"French Guiana","French Guiana","GUF","Artisanal","small scale lines","French Guiana-Artisanal-small scale lines",2014,74.4460585296,1.05808238177691e-06,"yes"
"French Guiana","French Guiana","GUF","Artisanal","small scale longline","French Guiana-Artisanal-small scale longline",2014,234.4126543501,3.33164581889562e-06,"yes"
"French Guiana","French Guiana","GUF","Artisanal","small scale pots or traps","French Guiana-Artisanal-small scale pots or traps",2014,201.8786550952,2.86924858658727e-06,"yes"
"French Guiana","French Guiana","GUF","Artisanal","small scale seine nets","French Guiana-Artisanal-small scale seine nets",2014,364.9128699307,5.18641129138897e-06,"yes"
"French Polynesia","French Polynesia","PYF","Industrial","longline","French Polynesia-Industrial-longline",2014,159.3086297936,2.2642119378638e-06,"no"
"French Polynesia","French Polynesia","PYF","Industrial","other","French Polynesia-Industrial-other",2014,30.1822135497,4.28971916455029e-07,"no"
"French Polynesia","French Polynesia","PYF","Industrial","pole and line","French Polynesia-Industrial-pole and line",2014,8.3575523985,1.18783708933552e-07,"no"
"Gabon","Gabon","GAB","Artisanal","bagnets","Gabon-Artisanal-bagnets",2014,917.4461147711,1.30394219578866e-05,"yes"
"Gabon","Gabon","GAB","Artisanal","cast nets","Gabon-Artisanal-cast nets",2014,2276.5496262687,3.23560051179603e-05,"yes"
"Gabon","Gabon","GAB","Artisanal","harpoon","Gabon-Artisanal-harpoon",2014,17.5733688482,2.4976570061603e-07,"no"
"Gabon","Gabon","GAB","Artisanal","small scale encircling nets","Gabon-Artisanal-small scale encircling nets",2014,820.2124239293,1.16574649110411e-05,"no"
"Gabon","Gabon","GAB","Artisanal","small scale gillnets","Gabon-Artisanal-small scale gillnets",2014,4130.4947673448,5.87056430880293e-05,"no"
"Gabon","Gabon","GAB","Artisanal","small scale lines","Gabon-Artisanal-small scale lines",2014,4205.2689131643,5.97683884887488e-05,"yes"
"Gabon","Gabon","GAB","Artisanal","small scale pots or traps","Gabon-Artisanal-small scale pots or traps",2014,769.4040723332,1.09353390828539e-05,"yes"
"Gabon","Gabon","GAB","Artisanal","small scale seine nets","Gabon-Artisanal-small scale seine nets",2014,3285.4744934476,4.66955906861358e-05,"yes"
"Gabon","Gabon","GAB","Industrial","bottom trawl","Gabon-Industrial-bottom trawl",2014,8489.1111641246,0.000120653519301288,"no"
"Gambia","Gambia","GMB","Artisanal","bagnets","Gambia-Artisanal-bagnets",2014,4114.6978190841,5.84811251891556e-05,"yes"
"Gambia","Gambia","GMB","Artisanal","cast nets","Gambia-Artisanal-cast nets",2014,6262.2510036812,8.90037375803491e-05,"yes"
"Gambia","Gambia","GMB","Artisanal","hand or tools","Gambia-Artisanal-hand or tools",2014,24.7317035004,3.515052410021e-07,"yes"
"Gambia","Gambia","GMB","Artisanal","harpoon","Gambia-Artisanal-harpoon",2014,94.7662517736,1.34688797995683e-06,"no"
"Gambia","Gambia","GMB","Artisanal","small scale encircling nets","Gambia-Artisanal-small scale encircling nets",2014,5874.2281044602,8.3488869479864e-05,"no"
"Gambia","Gambia","GMB","Artisanal","small scale gillnets","Gambia-Artisanal-small scale gillnets",2014,13648.6155801104,0.000193984207709515,"no"
"Gambia","Gambia","GMB","Artisanal","small scale lines","Gambia-Artisanal-small scale lines",2014,9548.3932177888,0.000135708818405792,"yes"
"Gambia","Gambia","GMB","Artisanal","small scale other nets","Gambia-Artisanal-small scale other nets",2014,247.2961075345,3.51475497336404e-06,"yes"
"Gambia","Gambia","GMB","Artisanal","small scale pots or traps","Gambia-Artisanal-small scale pots or traps",2014,4949.3093142638,7.03432403383009e-05,"yes"
"Gambia","Gambia","GMB","Artisanal","small scale seine nets","Gambia-Artisanal-small scale seine nets",2014,8955.4849931274,0.000127281968698558,"yes"
"Gambia","Gambia","GMB","Industrial","bottom trawl","Gambia-Industrial-bottom trawl",2014,1357.1682415969,1.92890776745402e-05,"no"
"Gambia","Gambia","GMB","Industrial","purse seine","Gambia-Industrial-purse seine",2014,1354.8068271706,1.92555155081893e-05,"no"
"Gaza Strip","Palestinian Territories","PSE","Industrial","bottom trawl","Gaza Strip-Industrial-bottom trawl",2014,61.4789999919,8.73784966262894e-07,"no"
"Gaza Strip","Palestinian Territories","PSE","Industrial","purse seine","Gaza Strip-Industrial-purse seine",2014,121.0609999856,1.72060836711896e-06,"no"
"Gaza Strip","Palestinian Territories","PSE","Industrial","unknown class","Gaza Strip-Industrial-unknown class",2014,2966.5719996681,4.21631128513469e-05,"no"
"Georgia","Georgia","GEO","Industrial","bottom trawl","Georgia-Industrial-bottom trawl",2014,549.25,7.80634676528775e-06,"no"
"Georgia","Georgia","GEO","Industrial","dredge","Georgia-Industrial-dredge",2014,500,7.10636938123601e-06,"no"
"Georgia","Georgia","GEO","Industrial","pelagic trawl","Georgia-Industrial-pelagic trawl",2014,1,1.4212738762472e-08,"no"
"Georgia","Georgia","GEO","Industrial","purse seine","Georgia-Industrial-purse seine",2014,11000,0.000156340126387192,"no"
"Germany","Germany","DEU","Artisanal","small scale encircling nets","Germany-Artisanal-small scale encircling nets",2014,739.8604296992,1.0515443008005e-05,"no"
"Germany","Germany","DEU","Artisanal","small scale gillnets","Germany-Artisanal-small scale gillnets",2014,742.9121632657,1.05588164999583e-05,"no"
"Germany","Germany","DEU","Artisanal","small scale lines","Germany-Artisanal-small scale lines",2014,207.1366722486,2.94397941079714e-06,"yes"
"Germany","Germany","DEU","Artisanal","small scale pots or traps","Germany-Artisanal-small scale pots or traps",2014,19.4348003927,2.76221740882234e-07,"yes"
"Germany","Germany","DEU","Artisanal","small scale seine nets","Germany-Artisanal-small scale seine nets",2014,105.505455394,1.49952147553057e-06,"yes"
"Germany","Germany","DEU","Industrial","beam trawl","Germany-Industrial-beam trawl",2014,15850.0000004275,0.000225271909391257,"no"
"Germany","Germany","DEU","Industrial","bottom trawl","Germany-Industrial-bottom trawl",2014,31271.058818566,0.000444447389814175,"no"
"Germany","Germany","DEU","Industrial","pelagic trawl","Germany-Industrial-pelagic trawl",2014,129036.396545887,0.00183396059495744,"no"
"Germany","Germany","DEU","Industrial","purse seine","Germany-Industrial-purse seine",2014,5788.7471301882,8.22739507233745e-05,"no"
"Germany","Germany","DEU","Industrial","unknown class","Germany-Industrial-unknown class",2014,24381.5404858887,0.000346528465552571,"no"
"Ghana","Ghana","GHA","Artisanal","bottom trawl","Ghana-Artisanal-bottom trawl",2014,11.7100905284,1.66432457565047e-07,"no"
"Ghana","Ghana","GHA","Artisanal","cast nets","Ghana-Artisanal-cast nets",2014,1318.9113959097,1.87453431209119e-05,"yes"
"Ghana","Ghana","GHA","Artisanal","harpoon","Ghana-Artisanal-harpoon",2014,6.7358855096,9.57353810818655e-08,"no"
"Ghana","Ghana","GHA","Artisanal","small scale encircling nets","Ghana-Artisanal-small scale encircling nets",2014,15747.7613890647,0.00022381881871652,"no"
"Ghana","Ghana","GHA","Artisanal","small scale gillnets","Ghana-Artisanal-small scale gillnets",2014,44973.7599446164,0.000639200301258961,"no"
"Ghana","Ghana","GHA","Artisanal","small scale lines","Ghana-Artisanal-small scale lines",2014,23631.7410327127,0.000335871761800336,"yes"
"Ghana","Ghana","GHA","Artisanal","small scale pots or traps","Ghana-Artisanal-small scale pots or traps",2014,724.1763197487,1.02925288505567e-05,"yes"
"Ghana","Ghana","GHA","Artisanal","small scale seine nets","Ghana-Artisanal-small scale seine nets",2014,22523.5841184078,0.000320121817069494,"yes"
"Ghana","Ghana","GHA","Industrial","bottom trawl","Ghana-Industrial-bottom trawl",2014,11741.2692763404,0.000166875592964465,"no"
"Ghana","Ghana","GHA","Industrial","gillnet","Ghana-Industrial-gillnet",2014,1829.8118956211,2.60066384569264e-05,"no"
"Ghana","Ghana","GHA","Industrial","pole and line","Ghana-Industrial-pole and line",2014,9284.7895031321,0.000131962287672559,"no"
"Ghana","Ghana","GHA","Industrial","purse seine","Ghana-Industrial-purse seine",2014,28682.5542654586,0.00040765765081539,"no"
"Greece","Greece","GRC","Artisanal","artisanal fishing gear","Greece-Artisanal-artisanal fishing gear",2014,2.1123187092,3.00218339969417e-08,"no"
"Greece","Greece","GRC","Artisanal","small scale encircling nets","Greece-Artisanal-small scale encircling nets",2014,7174.6441279866,0.000101971342704777,"no"
"Greece","Greece","GRC","Artisanal","small scale gillnets","Greece-Artisanal-small scale gillnets",2014,44678.5543403378,0.000635004621124131,"no"
"Greece","Greece","GRC","Artisanal","small scale lines","Greece-Artisanal-small scale lines",2014,7687.054273477,0.000109254094241873,"yes"
"Greece","Greece","GRC","Artisanal","small scale pots or traps","Greece-Artisanal-small scale pots or traps",2014,15273.7189694263,0.000217081377643869,"yes"
"Greece","Greece","GRC","Artisanal","small scale seine nets","Greece-Artisanal-small scale seine nets",2014,762.8550381514,1.08422593708815e-05,"yes"
"Greece","Greece","GRC","Industrial","bottom trawl","Greece-Industrial-bottom trawl",2014,16200.6094357726,0.000230255029703475,"no"
"Greece","Greece","GRC","Industrial","hand lines","Greece-Industrial-hand lines",2014,77.9999765177,1.10859328972502e-06,"no"
"Greece","Greece","GRC","Industrial","longline","Greece-Industrial-longline",2014,1713.9994055374,2.43606257899354e-05,"no"
"Greece","Greece","GRC","Industrial","purse seine","Greece-Industrial-purse seine",2014,23135.9975824955,0.000328825889649193,"no"
"Greece","Greece","GRC","Industrial","shrimp trawl","Greece-Industrial-shrimp trawl",2014,18.6915324714,2.65657868086271e-07,"no"
"Greenland","Greenland","GRL","Artisanal","artisanal fishing gear","Greenland-Artisanal-artisanal fishing gear",2014,12169.4038862621,0.000172960558330455,"no"
"Greenland","Greenland","GRL","Artisanal","mixed gear","Greenland-Artisanal-mixed gear",2014,320.241032332,4.55150213355907e-06,"no"
"Greenland","Greenland","GRL","Artisanal","small scale gillnets","Greenland-Artisanal-small scale gillnets",2014,16471.0649336877,0.000234098943042217,"no"
"Greenland","Greenland","GRL","Artisanal","small scale hand lines","Greenland-Artisanal-small scale hand lines",2014,23974.2237309059,0.000340739378920423,"yes"
"Greenland","Greenland","GRL","Artisanal","small scale longline","Greenland-Artisanal-small scale longline",2014,11083.3945480193,0.000157525391312405,"yes"
"Greenland","Greenland","GRL","Industrial","bottom trawl","Greenland-Industrial-bottom trawl",2014,57659.4863351969,0.000819499216460478,"no"
"Greenland","Greenland","GRL","Industrial","mixed gear","Greenland-Industrial-mixed gear",2014,2534.2822500054,3.60190915696965e-05,"no"
"Greenland","Greenland","GRL","Industrial","pelagic trawl","Greenland-Industrial-pelagic trawl",2014,37471.9594688745,0.000532579170849053,"no"
"Greenland","Greenland","GRL","Industrial","purse seine","Greenland-Industrial-purse seine",2014,39392.690854264,0.000559878024262475,"no"
"Greenland","Greenland","GRL","Industrial","shrimp trawl","Greenland-Industrial-shrimp trawl",2014,64569.7441241212,0.000917712905195797,"no"
"Greenland","Greenland","GRL","Industrial","unknown class","Greenland-Industrial-unknown class",2014,21.1961250134,3.01254987592153e-07,"no"
"Grenada","Grenada","GRD","Artisanal","bagnets","Grenada-Artisanal-bagnets",2014,5.7099811244,8.11544700597434e-08,"yes"
"Grenada","Grenada","GRD","Artisanal","hand or tools","Grenada-Artisanal-hand or tools",2014,18.1759130599,2.58329504089762e-07,"yes"
"Grenada","Grenada","GRD","Artisanal","mixed gear","Grenada-Artisanal-mixed gear",2014,0.2263699262,3.21733662476067e-09,"no"
"Grenada","Grenada","GRD","Artisanal","small scale gillnets","Grenada-Artisanal-small scale gillnets",2014,434.4438186322,6.17463650119023e-06,"no"
"Grenada","Grenada","GRD","Artisanal","small scale lines","Grenada-Artisanal-small scale lines",2014,429.3121138969,6.10170092238127e-06,"yes"
"Grenada","Grenada","GRD","Artisanal","small scale pots or traps","Grenada-Artisanal-small scale pots or traps",2014,301.2853531952,4.28209001792249e-06,"yes"
"Grenada","Grenada","GRD","Artisanal","small scale seine nets","Grenada-Artisanal-small scale seine nets",2014,94.3684758545,1.34123449473266e-06,"yes"
"Grenada","Grenada","GRD","Industrial","longline","Grenada-Industrial-longline",2014,153.9896700321,2.1886149522855e-06,"no"
"Grenada","Grenada","GRD","Industrial","other industrial","Grenada-Industrial-other industrial",2014,157.3777004497,2.23676814353016e-06,"no"
"Grenada","Grenada","GRD","Industrial","purse seine","Grenada-Industrial-purse seine",2014,23.7913624781,3.38140419704514e-07,"no"
"Guadeloupe  (France)",NA,NA,"Artisanal","bagnets","Guadeloupe  (France)-Artisanal-bagnets",2014,335.2267616098,4.76449038894957e-06,"yes"
"Guadeloupe  (France)",NA,NA,"Artisanal","hand or tools","Guadeloupe  (France)-Artisanal-hand or tools",2014,510.1939738141,7.25125366800729e-06,"yes"
"Guadeloupe  (France)",NA,NA,"Artisanal","small scale gillnets","Guadeloupe  (France)-Artisanal-small scale gillnets",2014,655.3168391562,9.31384704157596e-06,"no"
"Guadeloupe  (France)",NA,NA,"Artisanal","small scale lines","Guadeloupe  (France)-Artisanal-small scale lines",2014,1028.2535252686,1.46142987362335e-05,"yes"
"Guadeloupe  (France)",NA,NA,"Artisanal","small scale pots or traps","Guadeloupe  (France)-Artisanal-small scale pots or traps",2014,2556.4029130963,3.63334867754601e-05,"yes"
